artist,tags
Extrawelt,"minimal, minimal techno, techno, electronic, electro"
Simian Mobile Disco,"electronic, electro, dance, seen live, new rave"
Pinback,"indie, indie rock, seen live, alternative, indie pop"
Beach Fossils,"Lo-Fi, indie, surf rock, Garage Rock, noise pop"
Melvins,"Sludge, Grunge, Stoner Rock, rock, metal"
Nicolas Jaar,"electronic, minimal, deep house, House, seen live"
Black Rebel Motorcycle Club,"rock, indie rock, indie, seen live, alternative rock"
Neon Indian,"electronic, chillwave, psychedelic, synthpop, Lo-Fi"
Ennio Morricone,"Soundtrack, instrumental, Classical, composer, italian"
Mount Eerie,"Lo-Fi, folk, seen live, indie, experimental"
Elvis Presley,"rock n roll, classic rock, rock, oldies, Rock and Roll"
Misfits,"horror punk, punk, punk rock, hardcore punk, hardcore"
Baths,"electronic, glitch-hop, ambient, Lo-Fi, glitch"
Einstürzende Neubauten,"industrial, experimental, noise, german, avantgarde"
Erykah Badu,"soul, Neo-Soul, female vocalists, rnb, jazz"
William Basinski,"ambient, drone, experimental, minimal, electronic"
Norah Jones,"jazz, female vocalists, blues, singer-songwriter, pop"
M. Ward,"folk, singer-songwriter, indie, seen live, Alt-country"
Jeremy Soule,"Soundtrack, video game music, orchestral, Classical, Game Music"
Andy Stott,"dub techno, techno, minimal techno, minimal, dubstep"
Captain Beefheart & His Magic Band,"experimental, psychedelic, Avant-Garde, blues, rock"
American Football,"emo, indie, math rock, indie rock, midwest emo"
Justin Timberlake,"pop, rnb, dance, male vocalists, Hip-Hop"
Childish Gambino,"Hip-Hop, rap, seen live, indie, hip hop"
Modeselektor,"electronic, idm, electro, seen live, techno"
Solar Fields,"ambient, chillout, electronic, psychill, downtempo"
Imogen Heap,"female vocalists, indie, electronic, singer-songwriter, alternative"
The Presets,"electronic, electro, australian, indie, Electroclash"
Jefferson Airplane,"Psychedelic Rock, classic rock, psychedelic, 60s, rock"
Echo & the Bunnymen,"post-punk, new wave, 80s, alternative, indie"
Deaf Center,"ambient, dark ambient, electronic, experimental, idm"
Chromatics,"electronic, synthpop, post-punk, indie, experimental"
Ryan Adams,"singer-songwriter, Alt-country, rock, indie, folk"
Alva Noto,"glitch, minimal, experimental, electronic, ambient"
The Tallest Man on Earth,"folk, singer-songwriter, acoustic, seen live, swedish"
The Roots,"Hip-Hop, rap, hip hop, seen live, soul"
The Drums,"indie, indie rock, indie pop, surf rock, seen live"
Eddie Vedder,"singer-songwriter, Grunge, rock, folk, alternative"
Salem,"witch house, electronic, dubstep, shoegaze, death metal"
Hammock,"post-rock, ambient, instrumental, shoegaze, electronic"
The Who,"classic rock, rock, british, 60s, hard rock"
Fuck Buttons,"noise, experimental, drone, electronic, seen live"
Black Moth Super Rainbow,"psychedelic, experimental, electronic, indie, post-rock"
Van Morrison,"classic rock, singer-songwriter, folk, rock, blues"
The Microphones,"Lo-Fi, indie, folk, experimental, indie rock"
Evanescence,"rock, Gothic Rock, female vocalists, Gothic, alternative"
Goldmund,"ambient, piano, contemporary classical, instrumental, minimal"
Dirty Projectors,"experimental, seen live, indie, freak folk, folk"
Chet Baker,"jazz, trumpet, cool jazz, vocal jazz, blues"
Megadeth,"thrash metal, heavy metal, metal, speed metal, seen live"
Akira Yamaoka,"Soundtrack, ambient, japanese, video game music, Silent Hill"
Keane,"britpop, indie, alternative, british, rock"
Blondie,"new wave, 80s, rock, female vocalists, pop"
Fink,"indie, singer-songwriter, downtempo, ninja tune, chillout"
Girls,"Lo-Fi, indie, indie pop, seen live, indie rock"
Celer,"ambient, drone, minimal, dark ambient, warm drone"
The Sisters of Mercy,"Gothic Rock, post-punk, Gothic, 80s, goth"
Aretha Franklin,"soul, female vocalists, jazz, blues, rhythm and blues"
Health,"experimental, noise rock, seen live, noise, post-punk"
Girls Aloud,"pop, british, female vocalists, dance, Girl Groups"
Sleater-Kinney,"riot grrrl, indie rock, indie, female vocalists, rock"
Maxïmo Park,"seen live, indie, indie rock, british, alternative"
No Age,"noise rock, seen live, experimental, indie rock, noise"
Jamiroquai,"funk, acid jazz, electronic, dance, pop"
Kylie Minogue,"pop, dance, female vocalists, australian, electronic"
Ween,"alternative, experimental, rock, indie, seen live"
Daughter,"indie, indie folk, acoustic, female vocalists, british"
Kaiser Chiefs,"indie, indie rock, seen live, britpop, rock"
Marina & the Diamonds,"female vocalists, indie pop, indie, british, electronic"
Wu-Tang Clan,"Hip-Hop, rap, hip hop, wu-tang, new york"
Zomby,"dubstep, electronic, Rave, Grime, dub"
Girl Talk,"seen live, mashup, electronic, dance, Hip-Hop"
The Temper Trap,"indie, indie rock, australian, alternative, seen live"
Glenn Gould,"Classical, piano, baroque, Bach, Canadian"
Twin Shadow,"seen live, electronic, dream pop, new wave, Lo-Fi"
Hooverphonic,"trip-hop, electronic, chillout, female vocalists, electronica"
The Notwist,"indie, electronic, seen live, indietronica, german"
Charli XCX,"pop, synthpop, electronic, seen live, female vocalists"
Songs: Ohia,"singer-songwriter, folk, indie, Alt-country, indie rock"
Slint,"post-rock, math rock, indie rock, indie, experimental"
Philip Glass,"minimalism, Classical, contemporary classical, Soundtrack, ambient"
Pain of Salvation,"Progressive metal, Progressive rock, metal, Progressive, swedish"
Soundgarden,"Grunge, rock, alternative rock, alternative, hard rock"
Peter Bjorn and John,"indie, swedish, indie pop, seen live, indie rock"
Disclosure,"electronic, seen live, UK Garage, future garage, House"
Elton John,"pop, classic rock, singer-songwriter, rock, piano"
The Pains of Being Pure at Heart,"shoegaze, indie pop, dream pop, seen live, indie"
Faithless,"electronic, trip-hop, dance, House, electronica"
A Place to Bury Strangers,"shoegaze, post-punk, noise rock, seen live, noise"
Deafheaven,"black metal, Post-Black Metal, atmospheric black metal, shoegaze, blackgaze"
Roxy Music,"glam rock, new wave, rock, 80s, classic rock"
...And You Will Know Us by the Trail of Dead,"seen live, indie, indie rock, rock, alternative"
Christina Aguilera,"pop, female vocalists, soul, rnb, dance"
Cansei de Ser Sexy,"electronic, indie, brazilian, seen live, female vocalists"
Purity Ring,"electronic, experimental, chillwave, indie pop, indie"
Miike Snow,"electronic, electropop, synth, pop, seen live"
Broken Bells,"indie, experimental, indie pop, alternative, indie rock"
Sébastien Tellier,"electronic, french, downtempo, singer-songwriter, electronica"
Télépopmusik,"electronic, chillout, trip-hop, downtempo, electronica"
Iggy Pop,"punk, rock, punk rock, classic rock, proto-punk"
Arab Strap,"indie, indie rock, post-rock, Scottish, slowcore"
DIIV,"shoegaze, dream pop, Lo-Fi, psychedelic, seen live"
Pantera,"thrash metal, metal, groove metal, heavy metal, Power metal"
Dinosaur Jr.,"alternative, indie rock, seen live, Grunge, indie"
Angelo Badalamenti,"Soundtrack, ambient, instrumental, jazz, chillout"
Isis,"Sludge, Post-Metal, post-rock, Progressive metal, metal"
Rise Against,"punk rock, punk, melodic hardcore, hardcore, seen live"
Mono,"post-rock, instrumental, japanese, ambient, seen live"
<Unknown>,"mysterious, mistagged artist, unknown, rock, Soundtrack"
Ludovico Einaudi,"piano, Classical, contemporary classical, instrumental, ambient"
This Will Destroy You,"post-rock, instrumental, ambient, experimental, post rock"
Steve Reich,"minimalism, contemporary classical, experimental, Avant-Garde, Classical"
Nightmares on Wax,"trip-hop, chillout, downtempo, electronic, lounge"
Creedence Clearwater Revival,"classic rock, rock, Southern Rock, 60s, folk"
Spiritualized,"space rock, shoegaze, psychedelic, seen live, indie"
Jamie Lidell,"soul, funk, seen live, electronic, experimental"
Gang of Four,"post-punk, new wave, punk, 80s, indie"
OutKast,"Hip-Hop, rap, funk, hip hop, soul"
Maroon 5,"rock, pop, pop rock, alternative, alternative rock"
Angus & Julia Stone,"folk, indie, acoustic, australian, singer-songwriter"
Cold War Kids,"indie, indie rock, seen live, alternative, rock"
Jesu,"post-rock, drone, experimental, Sludge, doom metal"
Matthew Dear,"electronic, minimal, techno, minimal techno, seen live"
Babyshambles,"indie, indie rock, british, rock, seen live"
Ghost,"heavy metal, Psychedelic Rock, doom metal, seen live, psychedelic"
Run the Jewels,"Hip-Hop, seen live, rap, underground hip-hop, hip hop"
Austra,"electronic, seen live, female vocalists, experimental, Canadian"
Enya,"new age, celtic, female vocalists, ambient, irish"
Neko Case,"Alt-country, singer-songwriter, female vocalists, folk, indie"
Prefuse 73,"electronic, Hip-Hop, idm, trip-hop, electronica"
Gonzales,"piano, electronic, Canadian, lounge, indie"
Kangding Ray,"glitch, minimal, electronic, ambient, experimental"
2Pac,"rap, Hip-Hop, Gangsta Rap, West Coast Rap, hip hop"
Sleigh Bells,"electronic, noise pop, Lo-Fi, experimental, seen live"
Drexciya,"electro, techno, detroit techno, detroit, electronic"
Ellen Allien & Apparat,"electronic, idm, minimal, techno, electro"
Deep Purple,"hard rock, classic rock, rock, Progressive rock, heavy metal"
Rufus Wainwright,"singer-songwriter, indie, folk, seen live, alternative"
Aerosmith,"rock, classic rock, hard rock, 80s, 70s"
Mr. Bungle,"experimental, Avant-Garde, mike patton, alternative, rock"
Slayer,"thrash metal, metal, seen live, speed metal, heavy metal"
Oceansize,"Progressive rock, post-rock, alternative rock, seen live, alternative"
Nico,"folk, female vocalists, experimental, singer-songwriter, alternative"
Ministry,"industrial, industrial metal, metal, industrial rock, seen live"
The Books,"experimental, electronic, indie, electronica, indietronica"
Paul Simon,"singer-songwriter, folk, classic rock, acoustic, rock"
Black Lips,"seen live, Garage Rock, Garage Punk, indie, garage"
Thomas Köner,"ambient, dark ambient, drone, electronic, minimal"
Sharon Van Etten,"folk, seen live, singer-songwriter, female vocalists, indie folk"
Alexisonfire,"post-hardcore, screamo, hardcore, seen live, emocore"
Audioslave,"rock, alternative rock, hard rock, alternative, Grunge"
Au Revoir Simone,"indie pop, female vocalists, indie, electronic, synthpop"
DJ Krush,"trip-hop, electronic, Hip-Hop, turntablism, downtempo"
Slipknot,"Nu Metal, metal, heavy metal, seen live, Nu-metal"
City and Colour,"acoustic, indie, singer-songwriter, folk, Canadian"
Hudson Mohawke,"electronic, experimental, Hip-Hop, seen live, instrumental hip-hop"
My Morning Jacket,"indie, indie rock, Alt-country, seen live, rock"
Kent,"swedish, seen live, rock, indie, alternative"
Infected Mushroom,"psytrance, electronic, psychedelic, trance, goa"
The Dead Texan,"ambient, post-rock, drone, instrumental, minimal"
A Winged Victory for the Sullen,"ambient, modern classical, neoclassical, piano, contemporary classical"
Tortoise,"post-rock, instrumental, experimental, indie, post rock"
Duran Duran,"new wave, 80s, pop, synth pop, rock"
The Caretaker,"ambient, dark ambient, experimental, electronic, instrumental"
Kettel,"idm, ambient, electronic, experimental, electronica"
Gotye,"indie, electronic, alternative, australian, Aussie"
Do Make Say Think,"post-rock, instrumental, experimental, Canadian, post rock"
Late of the Pier,"new rave, electronic, indie, british, experimental"
Type O Negative,"Gothic Metal, doom metal, metal, Gothic, Gothic Rock"
Unwound,"post-hardcore, noise rock, math rock, indie rock, post-rock"
NOFX,"punk, punk rock, seen live, ska punk, ska"
Rilo Kiley,"indie, female vocalists, indie rock, indie pop, seen live"
Enigma,"new age, ambient, electronic, chillout, electronica"
Les Savy Fav,"post-punk, indie, indie rock, seen live, math rock"
Atoms for Peace,"electronic, experimental, alternative, indie rock, Supergroup"
John Fahey,"folk, guitar, blues, instrumental, experimental"
Doves,"indie, indie rock, britpop, alternative, rock"
Mindless Self Indulgence,"industrial, industrial jungle pussy punk, punk, electronic, alternative"
Manic Street Preachers,"rock, britpop, seen live, alternative rock, indie"
Róisín Murphy,"electronic, female vocalists, dance, pop, seen live"
Hybrid,"electronic, breakbeat, trance, electronica, breaks"
Calexico,"Alt-country, indie, seen live, americana, folk"
Soap&Skin,"experimental, piano, female vocalists, singer-songwriter, dark"
The Cardigans,"pop, rock, female vocalists, swedish, alternative"
RJD2,"Hip-Hop, electronic, trip-hop, electronica, hip hop"
Peter Gabriel,"Progressive rock, rock, singer-songwriter, classic rock, pop"
Tiësto,"trance, electronic, dance, techno, electronica"
SBTRKT,"electronic, dubstep, seen live, future garage, UK Garage"
The Walkmen,"seen live, indie rock, indie, rock, alternative"
Parkway Drive,"metalcore, hardcore, seen live, melodic metalcore, australian"
Galaxie 500,"shoegaze, dream pop, slowcore, indie, indie rock"
Casiotone for the Painfully Alone,"Lo-Fi, seen live, electronic, indie, indietronica"
Yes,"Progressive rock, classic rock, rock, Progressive, british"
Phantogram,"trip-hop, electronic, indie, experimental, seen live"
Ulver,"black metal, experimental, ambient, Avant-Garde, electronic"
Billie Eilish,"pop, indie pop, female vocalists, indie, electropop"
The Gaslight Anthem,"seen live, punk rock, punk, rock, folk punk"
The Future Sound of London,"ambient, electronic, idm, electronica, chillout"
Harold Budd,"ambient, minimalism, minimal, atmospheric, electronica"
Imagine Dragons,"indie, indie rock, alternative, rock, indie pop"
Tears for Fears,"new wave, 80s, pop, synth pop, rock"
Frédéric Chopin,"Classical, piano, romantic, instrumental, polish"
The Brian Jonestown Massacre,"psychedelic, shoegaze, indie, indie rock, rock"
Ludwig van Beethoven,"Classical, instrumental, composers, romantic, classic"
Gnarls Barkley,"funk, soul, Hip-Hop, alternative, hip hop"
Гражданская Оборона,"punk, Psychedelic Rock, post-punk, russian, russian rock"
Murcof,"ambient, minimal, electronic, idm, electronica"
Fischerspooner,"electronic, Electroclash, electro, synthpop, electronica"
Alcest,"shoegaze, black metal, post-rock, atmospheric black metal, atmospheric"
Miley Cyrus,"pop, female vocalists, Disney, dance, better than selena gomez"
Peter Broderick,"ambient, piano, contemporary classical, minimalism, modern classic"
Nelly Furtado,"pop, female vocalists, Canadian, folk, singer-songwriter"
David Guetta,"House, dance, electronic, club, techno"
Garbage,"rock, alternative, female vocalists, alternative rock, indie"
HAIM,"indie, indie pop, seen live, female vocalists, indie rock"
John Martyn,"folk, singer-songwriter, acoustic, british, folk-rock"
Cold Cave,"electronic, darkwave, synthpop, seen live, experimental"
Gui Boratto,"minimal, minimal techno, electronic, techno, Kompakt"
Mitski,"seen live, indie rock, indie, indie pop, dream pop"
Shlohmo,"experimental, electronic, glitch-hop, abstract, experimental hip-hop"
Panic! at the Disco,"rock, alternative, emo, pop punk, indie"
Aesop Rock,"Hip-Hop, underground hip-hop, rap, hip hop, underground hip hop"
Silver Jews,"indie, Lo-Fi, indie rock, Alt-country, folk"
deadmau5,"House, electronic, Progressive House, electro, minimal"
Gang Gang Dance,"experimental, Avant-Garde, noise, seen live, indie"
Casino Versus Japan,"idm, ambient, electronic, downtempo, electronica"
